Account name,ALNEX
Time zone,'+09:00
Downloaded on,2025/07/30 14:14
Sender type,Sender name,Date,Time,Message
Account,Jazzy🌸,2025/07/09,17:08:48,"สวัสดีค่ะคุณโก้
แจ๊สขอสรุปรายการที่ได้เข้าไปสำรวจพื้นที่หน้างานนะคะ
1. ประตูบานเลื่อนโค้ง 
บานกว้าง 4.45 ม. สูง 3.00 ม. 
ต้องมีทำคานบนเพื่อรับบาน และระยะโค้งของบานจะโดนพื้นที่บ่อพัก ด้วยนะคะ "
Account,Jazzy🌸,2025/07/09,17:09:28,You sent a photo.
Account,Jazzy🌸,2025/07/09,17:09:29,You sent a photo.
Account,Jazzy🌸,2025/07/09,17:09:29,You sent a photo.
Account,Jazzy🌸,2025/07/09,17:31:31,ตัวอย่างบานโค้งค่ะ
Account,Jazzy🌸,2025/07/15,12:14:12,สวัสดีค่ะคุณโก้ 
Account,Jazzy🌸,2025/07/15,12:16:19,You sent a photo.
Account,Jazzy🌸,2025/07/15,12:16:20,You sent a photo.
Account,Jazzy🌸,2025/07/15,12:16:20,You sent a photo.
Account,Jazzy🌸,2025/07/15,12:16:20,บานโค้งที่แจ๊สแจ้งไปว่าทำคานบานไม่ติดอะไรใช่ไหมคะ 
Account,Jazzy🌸,2025/07/15,12:17:11,อันนี้ซี่บานตัวอย่างค่ะ คุณโก้ชอบเป็นรุ่นไหนดีคะ เดี๋ยวแจ๊สจะทำใบเสนอราคาให้ค่ะ
User,GGG GOOG,2025/07/15,12:17:42,เน้นทึบ กว่านี้คะ
User,GGG GOOG,2025/07/15,12:18:08,ไม่ติดคะ ทางคุณแจ๊สเป็นคนทำให้พี่ใช่ไหมคะ
User,GGG GOOG,2025/07/15,12:18:51,"พี่ขอช่องให้แม่บ้านเปิดออก

และช่องรับส่งอาหารและพัสดุ ด้วยนะคะ"
Account,Jazzy🌸,2025/07/15,12:19:15,ใช่ค่ะ แจ๊สเป็นคนทำให้ค่ะ
User,GGG GOOG,2025/07/15,12:19:28,"พี่ติดงานที่ ตจว
ต้นเดือนจะเข้าไปคุย รายละเอียดและเลือกสีคะ"
User,GGG GOOG,2025/07/15,12:19:44,เยี่ยมคะ
Account,Jazzy🌸,2025/07/15,12:19:55,ถ้าบานโค้งจะทำทึบมากไม่ได้ค่ะ เนื่องจากเป็นเรื่องน้ำหนักของบานค่ะ
Account,Jazzy🌸,2025/07/15,12:20:12,เดี๋ยวแจ๊สลองดูซี่ให้เบื้องต้นที่ดูทึบที่สุดนะคะ
Account,Jazzy🌸,2025/07/15,12:20:27,ได้เลยค่ะ
User,GGG GOOG,2025/07/15,12:20:42,"แต่พี่จะให้เริ่มทำหลังจากพี่ขนของใหญ่ๆๆเข้าหน้างาน ก่อน

เพราะรถใหญ่จะได้เข้าง่ายๆ"
User,GGG GOOG,2025/07/15,12:21:33,ตอนนี้ ภายในฉาบใกล้จบ แล้วคะ
Account,Jazzy🌸,2025/07/15,12:21:44,จะเป็นช่วงๆเดือนไหนคะ
User,GGG GOOG,2025/07/15,12:21:59,น้องแจ๊ส ทำลายซี่ส่งมาให้พี่เลือกๆๆไว้ก่อนนะคะ
User,GGG GOOG,2025/07/15,12:22:12,จะได้ทำการบ้านไปพลางๆคะ
Account,Jazzy🌸,2025/07/15,12:22:25,ได้ค่ะเดี๋ยวแจ๊สลองทำลายไว้ให้เลือกนะคะ
User,GGG GOOG,2025/07/15,12:22:46,You sent a sticker.
Account,Jazzy🌸,2025/07/30,12:29:06,You sent a photo.
Account,Jazzy🌸,2025/07/30,12:29:06,You sent a photo.
Account,Jazzy🌸,2025/07/30,12:29:06,You sent a photo.
Account,Jazzy🌸,2025/07/30,12:29:07,You sent a photo.
Account,Jazzy🌸,2025/07/30,12:29:07,You sent a photo.
Account,Jazzy🌸,2025/07/30,12:29:07,You sent a photo.
Account,Jazzy🌸,2025/07/30,12:29:30,You sent a photo.
Account,Jazzy🌸,2025/07/30,12:29:31,You sent a photo.
Account,Jazzy🌸,2025/07/30,12:29:39,You sent a photo.
Account,Jazzy🌸,2025/07/30,12:29:39,You sent a photo.
Account,Jazzy🌸,2025/07/30,12:29:40,You sent a photo.
Account,Jazzy🌸,2025/07/30,12:29:54,ซี่ที่แจ๊สส่งไปจะเป็นซี่ที่เป็นมาตรฐานนะคะ 
Account,Jazzy🌸,2025/07/30,12:30:13,You sent a photo.
Account,Jazzy🌸,2025/07/30,12:30:14,You sent a photo.
Account,Jazzy🌸,2025/07/30,12:30:14,You sent a photo.
Account,Jazzy🌸,2025/07/30,12:30:55,อันนี้จะเป็นลาย Custom ที่ทาง ALNEX เคยทำค่ะ
User,GGG GOOG,2025/07/30,12:46:25,"สวัสดีคะ น้องแจ๊ส
พี่ยังติดงาน ที่ ตจว"
User,GGG GOOG,2025/07/30,12:46:36,ยังไม่ได้เข้า กทม คะ
Account,Alnex Jazzy,2025/07/30,14:05:05,ไม่เป็นไรค่ะ ดูไปพลางๆก่อนได้ค่ะ
